                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    119,                  1.051,                0.83394,                 1.2092,                0.87926,                0.86761,                0.90726,                0.65891,                 1.0094,                0.55544,                 1.1312,               0.006106,               0.006106,               0.006106
                    120,                 1.0549,                0.83656,                 1.2106,                0.87951,                0.86758,                0.90741,                0.65911,                 1.0091,                0.55515,                 1.1308,               0.006073,               0.006073,               0.006073
                    121,                  1.053,                0.83258,                 1.2087,                0.87991,                0.86736,                0.90757,                0.65925,                 1.0091,                0.55482,                 1.1306,                0.00604,                0.00604,                0.00604
                    122,                 1.0535,                0.83364,                 1.2086,                0.88023,                 0.8668,                0.90748,                0.65925,                 1.0092,                0.55463,                 1.1306,               0.006007,               0.006007,               0.006007
                    123,                  1.052,                0.83203,                 1.2082,                0.88041,                0.86653,                0.90763,                0.65935,                  1.009,                0.55437,                 1.1304,               0.005974,               0.005974,               0.005974
                    124,                 1.0523,                0.83328,                 1.2086,                0.88064,                0.86639,                0.90763,                 0.6595,                  1.009,                0.55408,                 1.1302,               0.005941,               0.005941,               0.005941
                    125,                 1.0512,                0.82928,                 1.2065,                0.88053,                0.86635,                0.90767,                0.65961,                  1.009,                0.55382,                 1.1301,               0.005908,               0.005908,               0.005908
                    126,                 1.0502,                0.82883,                 1.2076,                0.88094,                0.86593,                0.90784,                0.65973,                 1.0088,                0.55359,                 1.1299,               0.005875,               0.005875,               0.005875
                    127,                 1.0484,                0.82895,                 1.2063,                0.88076,                0.86582,                 0.9077,                0.65981,                 1.0088,                 0.5537,                 1.1297,               0.005842,               0.005842,               0.005842
                    128,                 1.0479,                0.82457,                 1.2065,                0.88088,                0.86532,                0.90752,                0.65969,                 1.0087,                0.55364,                 1.1295,               0.005809,               0.005809,               0.005809
                    129,                 1.0512,                 0.8317,                 1.2093,                0.88085,                0.86555,                0.90763,                0.65976,                 1.0087,                0.55337,                 1.1295,               0.005776,               0.005776,               0.005776
                    130,                 1.0446,                0.82466,                  1.207,                0.88111,                0.86538,                0.90769,                0.65985,                 1.0086,                0.55322,                 1.1294,               0.005743,               0.005743,               0.005743
                    131,                 1.0464,                0.82581,                 1.2071,                0.88093,                0.86553,                0.90767,                0.65997,                 1.0085,                0.55296,                 1.1293,                0.00571,                0.00571,                0.00571
                    132,                 1.0479,                0.82466,                 1.2065,                0.88081,                0.86568,                0.90758,                0.66018,                 1.0083,                0.55291,                 1.1291,               0.005677,               0.005677,               0.005677
                    133,                 1.0484,                0.82549,                 1.2072,                0.88086,                0.86581,                0.90772,                0.66022,                 1.0083,                0.55254,                 1.1289,               0.005644,               0.005644,               0.005644
                    134,                 1.0466,                0.82153,                 1.2078,                0.88083,                0.86604,                0.90772,                0.66018,                 1.0083,                0.55243,                 1.1289,               0.005611,               0.005611,               0.005611
                    135,                 1.0493,                0.82468,                 1.2063,                0.88066,                0.86616,                0.90775,                0.66041,                 1.0081,                 0.5521,                 1.1286,               0.005578,               0.005578,               0.005578
                    136,                  1.044,                0.81745,                 1.2032,                0.88115,                0.86527,                0.90787,                0.66039,                  1.008,                0.55207,                 1.1283,               0.005545,               0.005545,               0.005545
                    137,                 1.0456,                0.82192,                 1.2058,                0.88049,                0.86598,                0.90772,                0.66054,                 1.0079,                0.55189,                 1.1281,               0.005512,               0.005512,               0.005512
                    138,                 1.0457,                0.81661,                 1.2036,                0.88139,                0.86545,                0.90781,                0.66049,                 1.0078,                0.55168,                 1.1279,               0.005479,               0.005479,               0.005479
                    139,                  1.044,                0.81563,                 1.2026,                0.88159,                0.86601,                0.90783,                0.66058,                 1.0075,                0.55146,                 1.1275,               0.005446,               0.005446,               0.005446
